name_category;img_product;name_product;url_product
Պանիր;c977fe7ed6771a3244169849a61be3eb.jpg;Պանիր «Galbani Emmental»;https://www.sas.am/products/Պանիր_«Galbani_Emmental»_30828/
Պանիր;e5a10cbadf11068f0c61bf33cc1b0713.jpg;Պանիր բազիրոն «Veldhuyzen Samba Chill» ;https://www.sas.am/products/Պանիր_բազիրոն_«Veldhuyzen_Samba_Chill»__31169/
Պանիր;f6e42d1bb10d5721fc38fe87403ce30f.JPG;Պանիր բրի «President Brie» ;https://www.sas.am/products/Պանիր_բրի_«President_Brie»__165674/
Պանիր;5115651e37e2be4fd0074fd3db321881.jpg;Պանիր «Old Amsterdam»;https://www.sas.am/products/Պանիր_«Old_Amsterdam»_278543/
Պանիր;031727b6127b5d5fc0c36ae23d5a7269.JPG;Պանիր պարմեզան «Zanetti Gran Padano» ;https://www.sas.am/products/Պանիր_պարմեզան_«Zanetti_Gran_Padano»__213796/
Պանիր;13be6cc13e2fec3e3efad9858f7d62d9.JPG;Պանիր «Ambrosi Parmigiano Reggiano» ;https://www.sas.am/products/Պանիր_«Ambrosi_Parmigiano_Reggiano»__729291/
Պանիր;3d347f456944448a4d586b73169ed7bb.JPG;Պանիր պարմեզան «Zanetti»;https://www.sas.am/products/Պանիր_պարմեզան_«Zanetti»_31035/
Պանիր;fc65b127013e7946cebebb64efc00e8a.jpg;Պանիր մաազդամ «Veldhuyzen» ;https://www.sas.am/products/Պանիր_մաազդամ_«Veldhuyzen»__31162/
Հայկական;fc1a5d5fb5a4c03ad6df1bf9f82ba3a3.JPG;Պանիր չանախ «Մարտունի»;https://www.sas.am/products/Պանիր_չանախ_«Մարտունի»_329135/
Հայկական;4b44448bcdee7e8674893470ae227c05.JPG;Պանիր լոռի «Մարտունի» ;https://www.sas.am/products/Պանիր_լոռի_«Մարտունի»__328448/
Հայկական;f2228419f5671ed4878e652d4d896f38.jpg;Պանիր սուլուգունի «Մարտունի»;https://www.sas.am/products/Պանիր_սուլուգունի_«Մարտունի»_329006/
Հայկական;eaed82f57ca37de4654de7054282284e.JPG;Պանիր հալած «Մարիաննա» 80գ;https://www.sas.am/products/Պանիր_հալած_«Մարիաննա»_գ_398853/
Հայկական;f63a539ed41260fd03e0587a008374fe.JPG;Պանիր հալած «Մարիաննա» 80գ;https://www.sas.am/products/Պանիր_հալած_«Մարիաննա»_գ_398855/
Հայկական;c3c9ab5cea7083e8767e64ef4f7bdc5c.JPG;Պանիր հալած «Մարիաննա» 100գ;https://www.sas.am/products/Պանիր_հալած_«Մարիաննա»_գ_165645/
Հայկական;95a019f5f713c1cc1946e46a1d25641b.JPG;Պանիր հալած «Մարիաննա» 100գ;https://www.sas.am/products/Պանիր_հալած_«Մարիաննա»_գ_165646/
